Title,Year,Quote,Trans
Tera Jadoo Chal Gayaa,Release Year - 2000,Pasand cheez hi aaisi hai joh waqt ke saath badal jaati hai ... lekin pyar kabhi nahi badalta,Choice is a thing that changes with time ... but love never changes

Tera Jadoo Chal Gayaa,Release Year - 2000,Ishq agar sacha ho toh qayamat tak zinda rehta hai,If the love is true then it stays alive till end of time

Tera Jadoo Chal Gayaa,Release Year - 2000,"Is duniya mein woh log bahut badkismat hote hai jinhe kisi ka pyar nahi milta ... lekin usse bhi zyada badkismat woh log hote hai jinhe pyar toh milta hai ... lekin uski kadar nahi karte, usse kho dete hai",People who don't get love from anyone are very unfortunate ... but more unfortunate than them are the people who do get love ... but they don't care for it and they lose it

Tera Jadoo Chal Gayaa,Release Year - 2000,Gaane toh ban jaate hai ... halaat se sur janam lete hai aur jazbaat se bol ban jaate hai,Songs are made with ease ... the tunes are born from the situation and the lyrics are made with the emotions

Mr. Bond,Release Year - 1992,Maine aasoon bechkar daulat nahi kamai ... joh aasoon dekhkar daulat luta doon,I am not going to shell my wealth looking at the tears ... since I haven't sold my tears to make my wealth

Mr. Bond,Release Year - 1992,Jab kuch karne aur na karne dono mein hi risk ho ... toh kuch karna hi achcha hota hai,When there is a risk in both doing and not doing something ... then it's better to do something

Mr. Bond,Release Year - 1992,"Shyam hote hi tanhaiyan mujhe til-til maarne lagti hai ... aaise mein agar koi saathi saath na ho, toh aasoon bhi gale mil-mil behne lagte hai","When the sun sets my loneliness starts to kill me slowly slowly ... and if someone is not with me at that time, then my tears start to flow drop by drop"

Mr. Bond,Release Year - 1992,Saanp apne dushman ki tasveer apni aankhon mein utaar leta hai ... Bond apne dushmanon ka nishaan apne baazu saja leta hai ... apna apna style hai,A snake prints the photo of his enemy in his eyes ... and Bond decorates the mark of his enemies on his hand ... everyone has their own style

Victoria No. 203,Release Year - 1972,"Kali dekhi thi, ab gulzar hai tu ... churi dekhi thi, ab talwar hai tu","I saw you as a flower bud, but now you're a flower garden .. I saw you as a knife, but now you're a sword"

Victoria No. 203,Release Year - 1972,"Duniya bhi kitni ajeeb jagah hai ... jinhe hum chor, gunda aur badmaash kehte hai ... woh insaaniyat ke liye daulat ko thukra dete hai ... aur jinhe hum nek, shareef aur baizzat kehte hai ... woh daulat ke liye ek bachche ko apne baap se alag kar dete hai","The world is a strange place ... the people whom we call as a thief, goon and naughty ... those people leave money for humanity ... and the people whom we call as good, noble and dignified ... those people separate a child from his father for money"

Victoria No. 203,Release Year - 1972,"Kahin bhi apna thikana nahi is zamane mein ... na aashiyane ke bahar, na aashiyane mein","We don't have a residence in this world ... not outside a beautiful house, not inside a beautiful house"

Victoria No. 203,Release Year - 1972,Woh kaali kaali botalein joh hai sharaab ki ... arre raatein hai in mein band hamare shabaab ki,Those black bottles of alcohol ... have our nights of youth enclosed in them

Dulha Mil Gaya,Release Year - 2010,Hamara zikr toh har pal hua fasaane mein ... toh kya hua joh todhi der hui aane mein,I was remembered at every moment in the story ... so what if I was a little late in coming

Dulha Mil Gaya,Release Year - 2010,"Betiyan gharon mein khushiyan laati hai, pyar laati hai ... lekin apne hisse ki khushi dhoondne ke liye unhe kisi aur ke ghar jaana padta hai",Daughters bring hapiness and love in homes ... but to find their share of happiness they have to go to someone else's house

Dulha Mil Gaya,Release Year - 2010,Har kamyabi ke peeche koi toota hua sapna hota hai shayad ... duniya kamyabi se toh judna chahti hai ... lekin us toote huye sapne se nahi,May be behind every success there is a broken dream ... the world wants to connect with success ... but not with that broken dream

Dulha Mil Gaya,Release Year - 2010,Ladkiyan kisi bhi ladke ke dil ka size dekhti hai ... kisi aur cheez ka nahi,Girls look at the size of the heart of boys ... and not of anything else

Champion,Release Year - 2000,Tujhe chahiye desi ilaaj aur woh ilaaj karega yeh desi haath,You need a local treatment and this local hand will do that treatment

Champion,Release Year - 2000,Tumhare aur mere beech hamesha ek foot ka fasla reh jaata hai ... jaanta hai kyun? ... kyun ki tu hamesha ek foot neeche se sochta hai (from the heart) ... aur main ek foot upar se (from the mind),There always remains a distance of one foot between you and me ... you know why? ... because you always think from one foot below (from the heart) ... and I think from one foot above (from the mind)

Champion,Release Year - 2000,"Service hai, salary hai, sapna hai ... settle ho ja","You have a job, a salary, a dream ... now settle down"

Champion,Release Year - 2000,"Yeh pao kilo ka bheja bhi ajeeb cheez hai ... theek ho tab bhi takleef deta hai ... aur agar na theek ho, tab toh aur bhi takleef deta hai","This quarter kilo brain is a strange thing ... it gives us problems when it's ok ...  and if it's not ok, then it gives us much more problems"

Aaj Ka Goonda Raj,Release Year - 1992,Main zindagi mein bahut kam faisle karta hoon ... lekin ek baar faisla kar loon toh woh pahaad se bhi zyada atal hota hai,I take very few decisions in life ... but once I take a decision then it's more firm than a moutain

Aaj Ka Goonda Raj,Release Year - 1992,Tum jaise logon ko ek baar maaf karna ... doosri baar galati karne ka mauka dena hai,Forgiving people like you once ... is like giving an opportunity to make another mistake

Aaj Ka Goonda Raj,Release Year - 1992,"Hum jaise lakhon naujawanon ke bhavishya ke liye, is samaaj ki bhalai ke liye, saare desh ki ekta ke liye ... tum jaise log cancer ho ... sharafat ke libaas mein chupe hue gunde ho ... jinhone aaj ke is raaj ko bana diya hai goondaraaj","For the future of millions of young people like us, for the betterment of this society, for the unity of the entire country ... you people are like cancer ... you people are goons hiding behind the clothes of honesty ... who has made the government of today into a rowdy government"

Aaj Ka Goonda Raj,Release Year - 1992,"America ki police ko khoon hone ke do ghante ke paschat pata chalta hai ... aur Roos ki police ko sadhe-teen ke paschat ... aur Cheen ki police ko che ghante ke pashcat ... magar hamari police ko khoon hone ke chaubees ghante pehle pata hota hai ki ... kab, kahan, kis vyakti ka khoon hone waala hai ... aur kaunsa manushya is shubh kaarya ko sampan karne waala hai","The police of America comes to know about a murder after 2 hours ... the police of Russia after 3.5 hours ... and the police of China after 6 hours ... but our police knows about a murder 24 hours in advance ... as to when, where and who will be killed ... and who will be the person who will accomplish this auspicious task"

Aaj Ka M.L.A. Ram Avtar,Release Year - 1984,"Yeh joh vote hai na yeh kagaz ka tukda nahi hai ... ki dabbe mein daala aur chal diye ... yeh vote tumhare parivar, tumhare desh, uski unnati ki parchi hai ... yeh toh do dhaari talwar hai joh dono taraf se kaatti hai ... theek jagah pade toh desh khushal aur galat jagah pade toh desh ka satyanash","A vote is not a piece of paper ... that you put in a box and move on ... a vote is a paper for the betterment of your family, your country ... it's a double edged sword which cuts from both sides ... if it falls in the right place then the country is happy and if it falls in the wrong place then the country is destroyed"

Aaj Ka M.L.A. Ram Avtar,Release Year - 1984,Agar usne apna rasta nahi badla toh majboor hokar hum mein apna rasta badalna hoga ... aur woh rasta khoon ke darya se hoke guzrega,If he does not change his path then we'll be compelled to change our path ... and that path will pass through the sea of blood

Aaj Ka M.L.A. Ram Avtar,Release Year - 1984,"Jab raajneeti pesha ban jaati hai, vyapar ban jaati hai ... toh kursi desh se badi ho jaati hai","When politics becomes a profession, becomes a business ... then the position becomes bigger than the country"

Aaj Ka M.L.A. Ram Avtar,Release Year - 1984,"Hamare desh mein samajwad kahan hai ... hamare desh mein toh afsarwad hai, jaat-paatwad hai, kursiwad hai ... arre samajwad toh tab aayega jab aap apne vote ki taqat mehsoos karenge","Where is socialism in our country ... in our country there is officership, there is racism, there is politics ... socialism will come when we feel the power of our vote"

Ugly Aur Pagli,Release Year - 2008,Pain aur pleasure ... dono dene mein expert thi,Pain and pleasure ... she was an expert in giving both

Ugly Aur Pagli,Release Year - 2008,Beer aur chana bahut hi deadly combination hota hai,Beer and chickpeas is a very deadly combination

Ugly Aur Pagli,Release Year - 2008,Galati insaan se ek baar hoti hai ... joh same mistake do baar kare ... woh gadha,A person does a mistake once ... the one who does the same mistake twice ... is a donkey

Iski Topi Uske Sarr,Release Year - 1998,"Main aayi toh thi tumhe phasane, par khud hi tumhare pyar mein phas gayi ... tumhe qaid karne ke liye jaal bichaya tha maine, aur khud hi qaidi ban gayi","I had come to trick you, but I myself got tricked in your love ... I had laid a trap to catch you, but I myself got trapped in it"

Iski Topi Uske Sarr,Release Year - 1998,"Teri nigahon ka salaam kabul kare, meri nigahon mein woh nafasat nahi ... tujhse mila loon nazar toh magar, mere dil ki shayad yeh aadat nahi","To accept the welcome of your eyes, my eyes don't have that sophistication ... I'll look into your eyes but, may be my heart doesn't have that habit"

Iski Topi Uske Sarr,Release Year - 1998,Samundar ki khamoshi apne andar bahut bade toofan ko chupaye hoti hai,The silence of the ocean hides a very big storm within it

Iski Topi Uske Sarr,Release Year - 1998,Ek aurat akeli hoti hai ... lekin zalim samaaj ko yeh nahi bhoolna chahiye ... ki ek talwar bhi akeli hoti hai,A woman can be alone ... but the cruel society shouldn't forget that ... even a sword is alone

Ustadon Ke Ustad (1963),Release Year - 1963,"Hirani jaisi chaal, khile phool jaise gaal, uspar sitam yeh ki sunhare baal ... arre phir kyun na ho bura haal ... malik vaake hi tune kiya kamaal","She has the walk of a female deer, cheeks like a blossomed flower, and on top of that her beautiful hair ... so why won't I become crazy ... oh god you've indeed done some magic"

Ustadon Ke Ustad (1963),Release Year - 1963,"Meri zindagi ka maqsad, mera dharam, imaan sirf ek cheez hai ... rupaiya","The purpose, religion, faith of my life is just one thing ... money"

Ustadon Ke Ustad (1963),Release Year - 1963,"Duniya mein insaan ki kadar daulat se nahi, uski khubiyon se hoti hai","In this world a person is valued by his good qualities, not by his money"

Jhooth Bole Kauwa Kaate,Release Year - 1998,Aadmi ko apni haisiyat ke andar rehna chahiye ... doosron ki daya par jeene ko jeena nahi kehte,A person should stay within his limits ... living on someone else's sympathy is not called as living

Jhooth Bole Kauwa Kaate,Release Year - 1998,Hamare yahan shaadi ka bandhan sirf pati patni ke beech nahi hota ... poore parivar ke saath hota hai,In our place the bond of marriage is not only between the husband and the wife ... it's between the entire families

Jhooth Bole Kauwa Kaate,Release Year - 1998,Koi bhi jhoot itna mahaan nahi hota ki jiske samne sar jhukaya jaye,No lie is so big that we need to bow down our head in front of it

Jhooth Bole Kauwa Kaate,Release Year - 1998,Is desh mein vakil aur barrister toh sirf auraton ko hi hona chahiye,In this country only women should be lawyers and barristers

Khooni Ilaaka,Release Year - 1999,Burai chahe kitni bhi taqatwar kyun na ho ... uska anth ek na ek din toh nishchit hai,No matter how strong evil is ... one day it's end is inevitable

Khooni Ilaaka,Release Year - 1999,Agar apni maut se bachna chahte ho toh chup chap chale jao yahan se ... varna aaisi maut maroge joh tumne kabhi sochi bhi nahi hogi,If you want to escape from your death then quietly leave from here ... or else you'll die in such a way which you haven't even imagined
